scenario_id,p,config,seed,spawned,passed,pass_rate,avg_travel_time,avg_gate_wait,t_first_pass,t_last_pass,active_period,throughput_active,per_gate_active,W1_avg_density,W1_peak_density,W2_avg_density,W2_peak_density
p10_cfg5_s43,0.1,5,43,823,440,0.534629404617254,174.5732394366197,155.9015909090909,34.800000000000004,597.9,"time
90.0     1
90.5     1
91.0     1
91.5     1
92.0     1
        ..
597.5    2
598.0    2
598.5    2
599.0    2
599.5    1
Length: 913, dtype: int64",0.781388740898597,0.11162696298551386,0.5248868778280543,0.6153846153846154,0.1049288061336254,0.35
p10_cfg5_s44,0.1,5,44,807,441,0.5464684014869888,160.8264568764569,139.43027210884352,34.9,598.75,"time
90.0     3
90.5     3
91.0     2
91.5     3
92.0     3
        ..
597.5    1
598.0    1
598.5    1
599.0    2
599.5    2
Length: 902, dtype: int64",0.7821229050279329,0.11173184357541899,0.52535711117026,0.6153846153846154,0.10033259423503327,0.3
p10_cfg5_s45,0.1,5,45,857,437,0.5099183197199533,171.36469194312795,153.41899313501142,35.050000000000004,599.5,"time
90.0     2
90.5     3
91.0     3
91.5     3
92.0     3
        ..
597.5    2
598.0    2
598.5    2
599.0    3
599.5    2
Length: 945, dtype: int64",0.7742049782974576,0.11060071118535109,0.5262443438914027,0.6244343891402715,0.10074074074074073,0.25
p10_cfg5_s46,0.1,5,46,811,428,0.5277435265104808,169.97729468599036,151.54240654205606,34.45,598.65,"time
91.0     1
91.5     1
92.0     1
92.5     1
93.0     3
        ..
597.5    1
598.0    1
598.5    1
599.0    1
599.5    1
Length: 948, dtype: int64",0.7585962424672102,0.10837089178103003,0.5231301570401916,0.6063348416289592,0.09530590717299578,0.3
p10_cfg6_s42,0.1,6,42,794,261,0.32871536523929473,191.31850393700788,159.1860153256705,34.300000000000004,598.8000000000001,"time
90.0     1
90.5     1
91.0     1
91.5     1
92.0     1
        ..
597.5    2
598.0    3
598.5    3
599.0    2
599.5    2
Length: 930, dtype: int64",0.46235606731620893,0.06605086675945841,0.41150740839322153,0.9230769230769231,0.09252688172043011,0.3
p10_cfg6_s43,0.1,6,43,823,266,0.32320777642770354,190.4476833976834,159.60545112781955,34.800000000000004,596.75,"time
90.0     5
90.5     4
91.0     4
91.5     5
92.0     5
        ..
597.5    2
598.0    2
598.5    3
599.0    3
599.5    3
Length: 907, dtype: int64",0.47335172168342377,0.06762167452620339,0.4349214799041789,0.9321266968325792,0.09729878721058435,0.25
p10_cfg6_s44,0.1,6,44,807,275,0.34076827757125155,182.83092592592595,150.24818181818182,34.9,599.85,"time
90.0     5
90.5     4
91.0     5
91.5     5
92.0     4
        ..
596.0    2
596.5    1
597.0    1
597.5    1
598.0    1
Length: 925, dtype: int64",0.4867687405965129,0.06953839151378756,0.423635879691243,0.9773755656108597,0.10291891891891891,0.35
p10_cfg6_s45,0.1,6,45,857,272,0.31738623103850644,192.02687969924816,158.6924632352941,35.25,598.85,"time
90.0     3
90.5     3
91.0     3
91.5     3
92.0     3
        ..
597.5    2
598.0    1
598.5    1
599.0    2
599.5    1
Length: 925, dtype: int64",0.4826117814052519,0.06894454020075028,0.4463845266613433,0.9683257918552036,0.09751351351351352,0.3
p10_cfg6_s46,0.1,6,46,811,269,0.3316892725030826,185.21140684410648,153.16263940520446,34.45,595.15,"time
90.0     4
90.5     4
91.0     3
91.5     3
92.0     2
        ..
597.5    2
598.0    2
598.5    1
599.0    1
599.5    2
Length: 891, dtype: int64",0.4797574460495809,0.068536778007083,0.42964244521337946,0.9592760180995475,0.09719416386083053,0.3
p30_cfg1_s42,0.3,1,42,794,794,1.0,52.87582697201019,17.855919395465992,33.4,571.75,"time
90.0      9
90.5     12
91.0     10
91.5     10
92.0      9
         ..
597.0     2
597.5     2
598.0     1
598.5     1
599.0     1
Length: 844, dtype: int64",1.4748769387944645,0.21069670554206635,0.3572609351432881,0.8144796380090498,0.4197274881516588,1.1
p30_cfg1_s43,0.3,1,43,823,823,1.0,54.772229140722295,19.89374240583232,35.0,587.75,"time
90.0     7
90.5     7
91.0     6
91.5     6
92.0     5
        ..
597.5    4
598.0    4
598.5    3
599.0    4
599.5    4
Length: 896, dtype: int64",1.4889190411578472,0.21270272016540676,0.3719294442788631,0.9864253393665159,0.42684151785714286,1.1
p30_cfg1_s44,0.3,1,44,807,807,1.0,52.65806028833553,18.919083023543983,34.300000000000004,598.75,"time
90.0      9
90.5      9
91.0     10
91.5      9
92.0      9
         ..
597.5    19
598.0    18
598.5    19
599.0    20
599.5    18
Length: 882, dtype: int64",1.429710337496678,0.20424433392809685,0.36456424312211794,1.0497737556561086,0.39149659863945574,1.0
p30_cfg1_s45,0.3,1,45,857,848,0.9894982497082847,54.41138855054813,19.75159198113207,34.5,598.75,"time
90.0     8
90.5     9
91.0     7
91.5     7
92.0     9
        ..
597.5    5
598.0    5
598.5    5
599.0    5
599.5    3
Length: 908, dtype: int64",1.5028799291094372,0.2146971327299196,0.38244809066689217,0.9049773755656109,0.43937224669603525,0.95
p30_cfg1_s46,0.3,1,46,811,803,0.9901356350184957,52.52689295039164,18.616313823163136,33.0,598.75,"time
90.0      7
90.5      9
91.0      7
91.5      8
92.0     10
         ..
597.5    16
598.0    14
598.5    15
599.0    15
599.5    14
Length: 809, dtype: int64",1.4193548387096775,0.20276497695852536,0.37124104449472095,0.9502262443438914,0.45939431396786157,1.1
p30_cfg2_s42,0.3,2,42,794,794,1.0,50.457278481012665,16.72115869017632,33.4,585.8000000000001,"time
90.0     12
90.5     11
91.0     11
91.5      9
92.0     12
         ..
597.5     3
598.0     2
598.5     2
599.0     2
599.5     1
Length: 733, dtype: int64",1.4373642288196957,0.20533774697424226,0.359725360134425,0.8506787330316742,0.37155525238744885,0.75
p30_cfg2_s43,0.3,2,43,823,823,1.0,51.6454323995128,16.07509113001215,34.95,575.75,"time
90.0     9
90.5     8
91.0     9
91.5     9
92.0     9
        ..
592.5    2
593.0    2
593.5    1
594.0    1
594.5    1
Length: 730, dtype: int64",1.521819526627219,0.21740278951817413,0.3831580019219632,0.9049773755656109,0.4460958904109589,1.05
p30_cfg2_s44,0.3,2,44,807,807,1.0,49.01965428937262,15.601239157372984,34.300000000000004,587.1,"time
90.0      5
90.5      6
91.0      8
91.5      6
92.0      7
         ..
597.5    11
598.0    11
598.5    10
599.0    10
599.5    12
Length: 706, dtype: int64",1.4598408104196814,0.20854868720281164,0.37992219007114236,0.995475113122172,0.4069405099150142,0.9
p30_cfg2_s45,0.3,2,45,857,857,1.0,51.2678355501814,17.64690781796966,34.9,591.7,"time
90.0      8
90.5      8
91.0      8
91.5      8
92.0      8
         ..
597.5    10
598.0    11
598.5    11
599.0    11
599.5    10
Length: 777, dtype: int64",1.5391522988505746,0.21987889983579637,0.40088214262106925,0.9592760180995475,0.4314671814671815,0.9
p30_cfg2_s46,0.3,2,46,811,811,1.0,49.92962962962964,17.639704069050556,33.0,592.6,"time
90.0     7
90.5     8
91.0     9
91.5     8
92.0     6
        ..
597.5    7
598.0    8
598.5    7
599.0    7
599.5    6
Length: 745, dtype: int64",1.4492494639027877,0.20703563770039826,0.36968386365976724,0.9411764705882353,0.35268456375838925,0.8
p30_cfg3_s42,0.3,3,42,794,792,0.9974811083123426,53.65487646293889,25.0042297979798,34.35,598.65,"time
90.0     10
90.5     10
91.0      9
91.5      9
92.0     10
         ..
597.5     2
598.0     2
598.5     1
599.0     2
599.5     2
Length: 887, dtype: int64",1.4035087719298247,0.2005012531328321,0.388964926038313,0.9773755656108597,0.22750845546786924,0.6
p30_cfg3_s43,0.3,3,43,823,822,0.9987849331713244,53.823375000000006,25.316970802919712,34.45,598.4,"time
90.0     7
90.5     8
91.0     7
91.5     9
92.0     8
        ..
597.5    4
598.0    4
598.5    4
599.0    5
599.5    6
Length: 872, dtype: int64",1.4575760262434614,0.20822514660620878,0.41838023568127375,0.9683257918552036,0.2344036697247706,0.65
p30_cfg3_s44,0.3,3,44,807,796,0.9863692688971499,52.10615183246073,23.37229899497487,35.300000000000004,599.4,"time
90.0     10
90.5      9
91.0      9
91.5      9
92.0      9
         ..
597.5     4
598.0     4
598.5     4
599.0     3
599.5     3
Length: 825, dtype: int64",1.4110973231696506,0.20158533188137867,0.4271241246811057,1.0407239819004526,0.2713333333333333,0.75
p30_cfg3_s45,0.3,3,45,857,845,0.9859976662777129,54.067277167277176,26.01295857988166,34.050000000000004,599.7,"time
90.0     8
90.5     7
91.0     8
91.5     9
92.0     9
        ..
597.5    4
598.0    3
598.5    3
599.0    4
599.5    4
Length: 889, dtype: int64",1.4938566251215413,0.21340808930307734,0.4556810027969366,1.0407239819004526,0.23650168728908888,0.55
p30_cfg3_s46,0.3,3,46,811,792,0.9765721331689272,51.65833333333334,22.936742424242425,33.7,598.4,"time
90.0     5
90.5     3
91.0     3
91.5     5
92.0     5
        ..
597.5    4
598.0    4
598.5    3
599.0    4
599.5    4
Length: 821, dtype: int64",1.4025146095271828,0.20035922993245467,0.4197702749738949,0.9592760180995475,0.2471985383678441,0.65
p30_cfg4_s42,0.3,4,42,794,780,0.982367758186398,59.16664464993397,32.14833333333333,34.35,598.4,"time
90.0     6
90.5     5
91.0     5
91.5     5
92.0     6
        ..
597.5    4
598.0    4
598.5    5
599.0    5
599.5    5
Length: 1001, dtype: int64",1.3828561297757291,0.19755087568224702,0.4492350363146619,0.9321266968325792,0.21238761238761236,0.5
p30_cfg4_s43,0.3,4,43,823,755,0.9173754556500607,68.06387755102043,42.35218543046358,34.45,599.7,"time
90.0      8
90.5      9
91.0      9
91.5      9
92.0     10
         ..
597.5     4
598.0     4
598.5     5
599.0     4
599.5     3
Length: 1017, dtype: int64",1.3356921716054844,0.19081316737221204,0.5904622482477154,0.9140271493212669,0.20073746312684365,0.5
p30_cfg4_s44,0.3,4,44,807,767,0.9504337050805453,58.350000000000016,31.05365058670144,34.550000000000004,599.95,"time
90.0     9
90.5     9
91.0     7
91.5     8
92.0     5
        ..
597.5    3
598.0    4
598.5    3
599.0    3
599.5    4
Length: 962, dtype: int64",1.3565617262115315,0.19379453231593308,0.4762037821564421,0.9049773755656109,0.21159043659043658,0.5
p30_cfg4_s45,0.3,4,45,857,765,0.8926487747957993,70.3277777777778,44.00967320261438,34.4,599.85,"time
90.0     7
90.5     7
91.0     7
91.5     8
92.0     8
        ..
597.5    1
598.0    1
598.5    1
599.0    1
599.5    1
Length: 1014, dtype: int64",1.3529047661154832,0.19327210944506903,0.6117203442462958,0.9230769230769231,0.19930966469428008,0.5
p30_cfg4_s46,0.3,4,46,811,760,0.93711467324291,65.98056680161945,39.80769736842105,33.7,597.45,"time
90.0     6
90.5     8
91.0     9
91.5     9
92.0     8
        ..
597.5    3
598.0    3
598.5    3
599.0    3
599.5    2
Length: 994, dtype: int64",1.3481152993348116,0.19258789990497308,0.5616215161321068,0.9140271493212669,0.20774647887323944,0.55
p30_cfg5_s42,0.3,5,42,794,625,0.7871536523929471,93.54541734860884,70.56544,34.550000000000004,599.0,"time
90.0     8
90.5     8
91.0     9
91.5     8
92.0     9
        ..
597.5    3
598.0    3
598.5    3
599.0    3
599.5    3
Length: 930, dtype: int64",1.1072725662148994,0.15818179517355707,0.5287729571466596,0.6877828054298643,0.1511290322580645,0.55
p30_cfg5_s43,0.3,5,43,823,600,0.7290400972053463,110.9183673469388,88.60425000000002,34.800000000000004,598.45,"time
90.0     6
90.5     5
91.0     6
91.5     7
92.0     6
        ..
597.5    2
598.0    2
598.5    1
599.0    1
599.5    1
Length: 939, dtype: int64",1.0644903752328572,0.1520700536046939,0.5340253748558247,0.6606334841628959,0.1395101171458999,0.5
p30_cfg5_s44,0.3,5,44,807,574,0.711276332094176,104.10889679715304,82.17081881533102,34.9,598.65,"time
90.0     1
90.5     1
91.0     1
92.0     2
92.5     2
        ..
597.5    1
598.0    1
598.5    2
599.0    2
599.5    2
Length: 925, dtype: int64",1.018181818181818,0.14545454545454545,0.5266435986159169,0.669683257918552,0.13967567567567568,0.55
p30_cfg5_s45,0.3,5,45,857,610,0.7117852975495916,106.7650501672241,84.29196721311476,35.1,596.7,"time
90.0     3
90.5     5
91.0     4
91.5     4
92.0     3
        ..
597.5    2
598.0    2
598.5    3
599.0    3
599.5    3
Length: 949, dtype: int64",1.0861823361823362,0.15516890516890516,0.536687073019253,0.6968325791855203,0.13904109589041097,0.45
p30_cfg5_s46,0.3,5,46,811,618,0.7620221948212084,107.51,85.12160194174758,33.9,599.45,"time
90.0     10
90.5      8
91.0      8
91.5      7
92.0      7
         ..
597.5     2
598.0     2
598.5     2
599.0     2
599.5     1
Length: 936, dtype: int64",1.0927415789938997,0.1561059398562714,0.5361636057137787,0.669683257918552,0.14369658119658119,0.5
p30_cfg6_s42,0.3,6,42,794,411,0.517632241813602,124.17171215880892,96.65255474452556,34.300000000000004,599.9,"time
90.0     2
90.5     3
91.0     4
91.5     4
92.0     4
        ..
597.5    2
598.0    2
598.5    2
599.0    2
599.5    3
Length: 936, dtype: int64",0.7266619519094766,0.10380885027278237,0.33366160944015616,0.669683257918552,0.12467948717948718,0.4
p30_cfg6_s43,0.3,6,43,823,403,0.4896719319562576,129.05414572864322,100.62369727047148,34.800000000000004,598.4,"time
90.0     2
90.5     2
91.0     4
91.5     4
92.0     4
        ..
597.0    1
598.0    1
598.5    1
599.0    1
599.5    1
Length: 927, dtype: int64",0.7150461320085166,0.10214944742978808,0.3585662319226333,0.7692307692307693,0.12179072276159655,0.4
p30_cfg6_s44,0.3,6,44,807,418,0.5179677819083024,116.46512195121954,91.89413875598086,34.9,599.9,"time
90.0     1
90.5     2
91.0     2
91.5     3
92.0     3
        ..
597.5    2
598.0    2
598.5    1
599.0    1
599.5    1
Length: 937, dtype: int64",0.7398230088495575,0.10568900126422251,0.34887765060775444,0.7782805429864253,0.12710779082177162,0.4
p30_cfg6_s45,0.3,6,45,857,447,0.5215869311551925,118.82925170068027,90.498322147651,35.1,599.8000000000001,"time
90.0     4
90.5     3
91.0     3
91.5     3
92.0     4
        ..
597.5    1
598.0    1
598.5    1
599.0    1
599.5    1
Length: 907, dtype: int64",0.7915707455285992,0.11308153507551418,0.3578298287640848,0.7873303167420814,0.13809261300992282,0.45
p30_cfg6_s46,0.3,6,46,811,399,0.4919852034525277,129.34452926208652,100.9951127819549,33.9,597.4,"time
90.0     2
90.5     3
91.0     3
91.5     5
92.0     5
        ..
597.5    1
598.0    1
598.5    1
599.0    2
599.5    2
Length: 940, dtype: int64",0.7080745341614907,0.10115350488021295,0.3572974891313992,0.7692307692307693,0.1151063829787234,0.35
p50_cfg1_s42,0.5,1,42,794,731,0.9206549118387909,74.5811188811189,41.23057455540355,33.4,598.25,"time
90.0     9
90.5     8
91.0     8
91.5     8
92.0     7
        ..
597.5    3
598.0    3
598.5    3
599.0    3
599.5    3
Length: 1020, dtype: int64",1.2941488890855979,0.18487841272651398,0.32959808357732234,0.7149321266968326,0.30323529411764705,0.85
p50_cfg1_s43,0.5,1,43,823,740,0.8991494532199271,77.2428275862069,44.501824324324325,35.0,599.5,"time
90.0     8
90.5     8
91.0     7
91.5     8
92.0     8
        ..
597.5    2
598.0    3
598.5    3
599.0    2
599.5    2
Length: 1020, dtype: int64",1.3108945969884853,0.18727065671264076,0.34092804542631533,0.669683257918552,0.28568627450980394,0.65
p50_cfg1_s44,0.5,1,44,807,732,0.9070631970260223,66.8562412342216,33.81045081967212,34.300000000000004,599.25,"time
90.0      9
90.5      9
91.0      9
91.5      9
92.0     10
         ..
597.5     4
598.0     3
598.5     3
599.0     3
599.5     3
Length: 1011, dtype: int64",1.2956898840605362,0.18509855486579088,0.333864970207428,0.7692307692307693,0.27898120672601384,0.8
p50_cfg1_s45,0.5,1,45,857,763,0.8903150525087514,75.52584118438763,44.16723460026212,34.050000000000004,598.25,"time
90.0     10
90.5     10
91.0      9
91.5     10
92.0     10
         ..
597.5     4
598.0     3
598.5     3
599.0     3
599.5     3
Length: 1020, dtype: int64",1.3523573200992556,0.19319390287132224,0.3473693549818117,0.669683257918552,0.3132843137254902,0.85
p50_cfg1_s46,0.5,1,46,811,711,0.8766954377311961,80.99906609195403,48.31504922644162,33.0,598.25,"time
90.0     6
90.5     7
91.0     7
91.5     6
92.0     8
        ..
597.5    3
598.0    3
598.5    2
599.0    2
599.5    3
Length: 1020, dtype: int64",1.2578505086245024,0.17969292980350035,0.3385591340608642,0.6787330316742082,0.25392156862745097,0.6
p50_cfg2_s42,0.5,2,42,794,794,1.0,49.644395465994975,15.16649874055415,33.4,567.0,"time
90.0     8
90.5     8
91.0     8
91.5     8
92.0     7
        ..
593.0    2
593.5    2
594.0    1
594.5    1
595.0    1
Length: 747, dtype: int64",1.4880059970014992,0.21257228528592845,0.3591637621004345,0.9049773755656109,0.38306559571619814,0.9
p50_cfg2_s43,0.5,2,43,823,823,1.0,50.41656479217605,16.401761846901575,34.95,575.25,"time
90.0     8
90.5     6
91.0     7
91.5     6
92.0     6
        ..
597.5    3
598.0    3
598.5    3
599.0    2
599.5    2
Length: 767, dtype: int64",1.5232278363871925,0.21760397662674177,0.3792817945508809,0.8778280542986425,0.38494132985658414,0.9
p50_cfg2_s44,0.5,2,44,807,807,1.0,49.47396373056995,16.969888475836424,34.300000000000004,591.75,"time
90.0     7
90.5     6
91.0     5
91.5     7
92.0     6
        ..
597.5    6
598.0    5
598.5    6
599.0    6
599.5    5
Length: 713, dtype: int64",1.4476634675755673,0.20680906679650962,0.3885849157815685,0.9864253393665159,0.39165497896213186,1.05
p50_cfg2_s45,0.5,2,45,857,857,1.0,51.48980815347723,18.09801633605601,34.050000000000004,585.25,"time
90.0      9
90.5      9
91.0      8
91.5     10
92.0     10
         ..
597.5     4
598.0     5
598.5     4
599.0     4
599.5     4
Length: 774, dtype: int64",1.5547895500725688,0.22211279286750982,0.41211182049215894,0.9411764705882353,0.41686046511627906,0.9
p50_cfg2_s46,0.5,2,46,811,811,1.0,48.74074074074076,16.730641183723787,33.0,596.75,"time
90.0     9
90.5     8
91.0     8
91.5     8
92.0     7
        ..
597.5    3
598.0    3
598.5    3
599.0    3
599.5    3
Length: 752, dtype: int64",1.438580931263858,0.20551156160912257,0.35381254395737766,0.8416289592760181,0.3372340425531915,0.85
p50_cfg3_s42,0.5,3,42,794,794,1.0,48.64104665825978,10.245528967254405,34.35,564.15,"time
90.0     10
90.5     11
91.0     11
91.5     11
92.0     12
         ..
588.0     3
588.5     2
589.0     1
589.5     1
590.0     1
Length: 699, dtype: int64",1.498678746696867,0.21409696381383814,0.3121719457013574,0.7692307692307693,0.6243204577968526,1.35
p50_cfg3_s43,0.5,3,43,823,823,1.0,50.09494518879416,13.371749696233287,34.45,575.45,"time
90.0     12
90.5     10
91.0     11
91.5     12
92.0     11
         ..
589.0     2
589.5     2
590.0     2
590.5     1
591.0     1
Length: 732, dtype: int64",1.521256931608133,0.21732241880116185,0.3406751521859435,0.8235294117647058,0.5628415300546448,1.2
p50_cfg3_s44,0.5,3,44,807,806,0.9987608426270136,49.11931079323798,11.848325062034736,35.300000000000004,598.95,"time
90.0     14
90.5     13
91.0     12
91.5     12
92.0     16
         ..
597.5    12
598.0    11
598.5    12
599.0    11
599.5    10
Length: 702, dtype: int64",1.4299654040628047,0.2042807720089721,0.3403660430877288,0.9140271493212669,0.6510683760683761,1.3
p50_cfg3_s45,0.5,3,45,857,857,1.0,51.37279322853689,14.16050175029171,34.6,582.5500000000001,"time
90.0     11
90.5     12
91.0     12
91.5     12
92.0     12
         ..
597.5    17
598.0    16
598.5    15
599.0    16
599.5    16
Length: 748, dtype: int64",1.5640113149009944,0.2234301878429992,0.3698791874349827,0.9049773755656109,0.6466577540106953,1.35
